33	2.9944587e-01	2.9944801e-01	2.9944581e-01	1.9904985e-07	7.3648448e-06
34	2.9965901e-01	2.9966164e-01	2.9965892e-01	2.9836244e-07	9.0503272e-06
35	2.9986024e-01	2.9986191e-01	2.9986012e-01	3.9754966e-07	5.9632448e-06
36	3.0005050e-01	3.0005264e-01	3.0005038e-01	3.9729758e-07	7.5486541e-06
37	3.0023068e-01	3.0023193e-01	3.0023056e-01	3.9705915e-07	4.5661800e-06
38	3.0040157e-01	3.0040359e-01	3.0040145e-01	3.9683326e-07	7.1429990e-06
39	3.0056387e-01	3.0056763e-01	3.0056372e-01	4.9577380e-07	1.2989273e-05
40	3.0071819e-01	3.0072403e-01	3.0071804e-01	4.9551937e-07	1.9919878e-05
41	3.0086511e-01	3.0087280e-01	3.0086496e-01	4.9527739e-07	2.6051590e-05
42	3.0100518e-01	3.0101395e-01	3.0100504e-01	4.9504689e-07	2.9603805e-05
43	3.0113885e-01	3.0114746e-01	3.0113870e-01	4.9482719e-07	2.9095838e-05
44	3.0126655e-01	3.0127716e-01	3.0126637e-01	5.9354096e-07	3.5810306e-05
45	3.0138868e-01	3.0139923e-01	3.0138847e-01	6.9218390e-07	3.5696914e-05
46	3.0150557e-01	3.0151367e-01	3.0150536e-01	6.9191560e-07	2.7577778e-05
47	3.0161753e-01	3.0162811e-01	3.0161732e-01	6.9165873e-07	3.5768637e-05
48	3.0172491e-01	3.0173492e-01	3.0172470e-01	6.9141259e-07	3.3879216e-05
49	3.0182797e-01	3.0183792e-01	3.0182779e-01	5.9243695e-07	3.3571429e-05
50	3.0192697e-01	3.0193710e-01	3.0192679e-01	5.9224271e-07	3.4152661e-05
51	3.0202219e-01	3.0203247e-01	3.0202198e-01	6.9073201e-07	3.4733952e-05
52	3.0211377e-01	3.0212402e-01	3.0211356e-01	6.9052265e-07	3.4624780e-05
53	3.0220196e-01	3.0221176e-01	3.0220172e-01	7.8893851e-07	3.3234035e-05
54	3.0228689e-01	3.0229568e-01	3.0228665e-01	7.8871687e-07	2.9872650e-05
55	3.0236882e-01	3.0237579e-01	3.0236855e-01	8.8706611e-07	2.3950786e-05
56	3.0244786e-01	3.0245590e-01	3.0244756e-01	9.8537157e-07	2.7590404e-05
57	3.0252415e-01	3.0253220e-01	3.0252382e-01	1.0836354e-06	2.7681961e-05
58	3.0259782e-01	3.0260468e-01	3.0259749e-01	1.0833717e-06	2.3735687e-05
59	3.0266905e-01	3.0267715e-01	3.0266872e-01	1.0831167e-06	2.7865639e-05
60	3.0273792e-01	3.0274963e-01	3.0273759e-01	1.0828703e-06	3.9770872e-05
61	3.0280459e-01	3.0281830e-01	3.0280423e-01	1.1810531e-06	4.6454756e-05
62	3.0286911e-01	3.0288315e-01	3.0286875e-01	1.1808015e-06	4.7527257e-05
63	3.0293161e-01	3.0294800e-01	3.0293125e-01	1.1805579e-06	5.5289460e-05
64	3.0299217e-01	3.0300903e-01	3.0299181e-01	1.1803219e-06	5.6852172e-05
65	3.0305091e-01	3.0306625e-01	3.0305052e-01	1.2784343e-06	5.1924104e-05
66	3.0310789e-01	3.0312347e-01	3.0310747e-01	1.3765167e-06	5.2799249e-05
67	3.0316320e-01	3.0317688e-01	3.0316275e-01	1.4745705e-06	4.6596426e-05
68	3.0321684e-01	3.0323029e-01	3.0321643e-01	1.3760222e-06	4.5703593e-05
69	3.0326900e-01	3.0328369e-01	3.0326855e-01	1.4740560e-06	4.9921364e-05
70	3.0331966e-01	3.0332947e-01	3.0331922e-01	1.4738098e-06	3.3799373e-05
71	3.0336893e-01	3.0337524e-01	3.0336845e-01	1.5718086e-06	2.2398273e-05
72	3.0341679e-01	3.0342102e-01	3.0341634e-01	1.4733380e-06	1.5420937e-05
73	3.0346337e-01	3.0346680e-01	3.0346292e-01	1.4731119e-06	1.2766970e-05
74	3.0350870e-01	3.0351257e-01	3.0350828e-01	1.3746990e-06	1.4139760e-05
75	3.0355284e-01	3.0355835e-01	3.0355242e-01	1.3744991e-06	1.9537521e-05
76	3.0359584e-01	3.0359650e-01	3.0359542e-01	1.3743044e-06	3.5339256e-06
77	3.0363774e-01	3.0363464e-01	3.0363733e-01	1.3741147e-06	8.8335946e-06
78	3.0367857e-01	3.0367279e-01	3.0367815e-01	1.3739300e-06	1.7664814e-05
79	3.0371839e-01	3.0371857e-01	3.0371797e-01	1.3737498e-06	1.9624997e-06
80	3.0375722e-01	3.0375671e-01	3.0375680e-01	1.3735743e-06	2.9433733e-07
81	3.0379513e-01	3.0379486e-01	3.0379468e-01	1.4715032e-06	5.8860127e-07
82	3.0383211e-01	3.0383301e-01	3.0383164e-01	1.5694125e-06	4.5120610e-06
83	3.0386820e-01	3.0387115e-01	3.0386770e-01	1.6673029e-06	1.1376890e-05
84	3.0390343e-01	3.0390167e-01	3.0390292e-01	1.6671096e-06	4.1187413e-06
85	3.0393782e-01	3.0393982e-01	3.0393732e-01	1.6669210e-06	8.2365505e-06
86	3.0397141e-01	3.0397034e-01	3.0397093e-01	1.5686933e-06	1.9608665e-06
87	3.0400425e-01	3.0400085e-01	3.0400378e-01	1.5685238e-06	9.6072081e-06
88	3.0403635e-01	3.0403137e-01	3.0403587e-01	1.5683582e-06	1.4801381e-05
89	3.0406776e-01	3.0406189e-01	3.0406725e-01	1.6662086e-06	1.7642209e-05
90	3.0409843e-01	3.0409241e-01	3.0409795e-01	1.5680381e-06	1.8228442e-05
91	3.0412847e-01	3.0412292e-01	3.0412796e-01	1.6658761e-06	1.6560767e-05
92	3.0415788e-01	3.0415344e-01	3.0415735e-01	1.7636984e-06	1.2835804e-05
93	3.0418667e-01	3.0418396e-01	3.0418611e-01	1.8615056e-06	7.0541264e-06
94	3.0421481e-01	3.0421448e-01	3.0421424e-01	1.8613334e-06	7.8371932e-07
95	3.0424237e-01	3.0424500e-01	3.0424181e-01	1.8611647e-06	1.0481296e-05
96	3.0426934e-01	3.0427551e-01	3.0426881e-01	1.7630523e-06	2.2038153e-05
97	3.0429578e-01	3.0430603e-01	3.0429524e-01	1.7628990e-06	3.5453861e-05
98	3.0432168e-01	3.0433655e-01	3.0432114e-01	1.7627491e-06	5.0630071e-05
99	3.0434707e-01	3.0435944e-01	3.0434653e-01	1.7626020e-06	4.2400370e-05
100	3.0437198e-01	3.0438232e-01	3.0437142e-01	1.8603722e-06	3.5836645e-05
